,Area,Rooms,Yard,Floors,Owners,Year,Basement,Attic,Garage,Storage,Guest,Price
4350,2473,57,0,62,9,1999,7789,6915,236,0,3,252875.9
4351,45992,39,1,6,4,2009,5123,4466,821,1,2,4602074.9
4352,50253,9,1,5,2,2012,6220,974,208,1,8,5030780.2
4353,77604,10,0,80,10,2003,762,636,626,0,4,7762930.3
4354,46945,58,0,69,4,2005,2297,3852,708,1,8,4702331.5
4355,59413,43,0,6,4,1990,4602,4427,520,1,0,5942121.0
4356,56073,11,0,10,10,2011,3613,7184,596,1,3,5608291.1
4357,41095,94,0,87,9,2019,4152,5294,494,1,10,4117734.9
4358,32954,91,0,27,10,1997,511,9346,253,1,4,3297491.7
4359,74591,69,1,20,8,2009,616,2692,479,1,9,7469587.9
4360,38336,57,1,38,5,1996,855,4994,863,1,4,3843621.6
4361,42586,54,1,67,3,2014,5326,5962,394,0,10,4267956.4
4362,31820,19,0,14,5,2006,475,8097,606,1,10,3185287.6
4363,52649,88,0,85,7,1996,4763,2082,833,0,6,5274558.6
4364,64179,10,0,50,10,2016,7967,3729,955,1,6,6422934.6
4365,20222,16,1,16,4,2006,7966,8165,370,0,2,2030464.6
4366,25251,75,0,96,8,2015,8849,5123,523,1,1,2527049.5
4367,94486,55,0,91,5,1992,8821,4737,526,1,7,9455619.2
4368,89724,41,1,79,4,2009,4737,4438,734,0,0,8985657.9
4369,58626,45,0,20,3,2015,9372,603,226,1,10,5864831.5
4370,58652,11,0,35,7,2000,2405,6566,224,1,4,5870251.0
4371,47654,53,1,97,2,2013,5377,6422,312,0,8,4776062.3
4372,47647,47,1,66,5,2014,7836,1498,883,0,8,4776741.4
4373,78180,26,1,46,5,1995,4079,5605,152,0,6,7828641.5
4374,50061,91,1,1,10,1999,9020,6239,235,1,10,5010457.9
4375,23009,41,0,71,8,2018,1541,8813,674,1,1,2308112.8
4376,21293,4,0,40,5,2020,6717,6388,883,1,9,2138174.0
4377,62691,16,1,77,7,2016,3831,9632,241,0,8,6276488.6
4378,80413,7,0,4,3,2011,8059,5801,488,0,10,8046485.1
4379,98303,85,1,79,3,2006,2464,7246,983,1,7,9843304.6
4380,7159,38,0,28,7,2015,4011,7080,126,0,2,718273.5
4381,94213,16,1,28,5,2004,8927,3578,549,1,3,9430183.4
4382,64807,70,1,93,8,2020,2851,827,333,0,7,6489616.0
4383,89019,62,0,99,4,1996,670,739,465,1,5,8904528.6
4384,65421,51,0,13,8,1998,1713,4269,706,0,6,6543719.8
4385,28206,50,1,83,8,2015,2868,887,288,1,1,2830932.5
4386,57936,37,1,80,9,1992,6611,5678,291,1,3,5796649.2
4387,7759,41,1,16,3,1998,7295,4497,955,0,7,782731.8
4388,20863,41,0,2,3,2019,1601,3742,485,0,7,2086593.9
4389,62530,32,1,75,3,1993,1036,3428,278,0,6,6267352.3
4390,49805,44,0,52,6,1992,7181,439,615,0,4,4984392.2
4391,4264,39,0,98,7,2020,5778,8903,268,1,5,429800.0
4392,41856,40,1,43,5,2006,8432,2811,324,1,6,4191936.6
4393,54847,38,1,39,4,2020,5929,2894,395,0,7,5493084.0
4394,98814,54,0,6,8,2004,1153,4342,890,1,10,9887158.4
4395,14465,3,0,80,6,2016,1861,1310,170,0,7,1453919.6
4396,99301,7,1,85,5,2014,7473,5243,732,1,9,9941220.4
4397,18521,25,1,11,6,2003,8307,1056,514,0,6,1858497.3
4398,65908,28,0,84,8,2008,830,7908,444,1,0,6598156.8
4399,10897,39,1,13,5,2017,399,1799,504,1,9,1097453.7
4400,70390,87,1,96,5,2000,4293,4803,501,0,8,7045739.0
4401,52685,48,0,75,10,1994,6655,9072,897,1,10,5272224.4
4402,75135,44,1,46,10,1992,8876,4933,105,1,8,7522188.2
4403,13388,87,1,69,8,2003,2572,3787,553,0,9,1346253.3
4404,63427,24,0,83,6,2004,5586,1906,106,1,9,6351101.4
4405,27818,7,1,72,5,1997,134,5758,515,1,2,2786587.7
4406,82739,60,0,37,9,2016,3970,4851,350,1,10,8280296.6
4407,33327,38,0,55,9,2010,6202,4233,198,0,2,3337341.0
4408,8894,77,1,53,8,2005,7434,6089,854,0,10,900011.5
4409,7685,43,0,54,8,1994,610,3674,394,1,2,775942.4
4410,94255,58,1,18,5,2021,3504,4834,539,1,1,9431460.1
4411,14610,91,1,62,10,1999,8805,3156,726,1,6,1469296.9
4412,15534,19,0,23,10,1995,7503,9157,728,1,3,1556351.5
4413,60610,70,1,50,2,2009,5225,546,389,0,4,6068928.9
4414,78383,89,0,49,10,2001,7570,7903,641,1,5,7844579.1
4415,44722,47,0,91,8,1992,6947,9309,621,0,10,4477117.2
4416,48189,98,0,84,1,1990,5400,3533,875,1,6,4822319.0
4417,37471,58,0,12,3,2004,6521,9134,677,0,6,3747950.4
4418,64924,32,0,1,8,1993,4430,3041,639,1,5,6496365.3
4419,65233,50,0,64,2,1990,4103,6512,668,1,3,6526331.0
4420,65670,3,1,44,6,2009,3615,4043,638,0,3,6570909.9
4421,90177,50,1,32,7,2018,9300,4271,242,0,8,9024117.8
4422,4351,2,0,10,1,1997,9610,6846,918,0,8,436269.7
4423,98390,47,1,19,4,2006,7835,8823,310,1,2,9849668.6
4424,43651,35,1,62,3,2005,7503,8481,774,1,8,4374012.5
4425,1803,30,0,10,2,1991,9587,1716,959,1,0,181859.1
4426,80378,90,1,19,10,2004,1432,4489,544,1,9,8045164.4
4427,99291,89,0,40,10,1990,4592,8562,369,1,1,9933729.0
4428,18202,67,1,75,3,2005,430,2294,758,1,7,1827703.5
4429,76194,59,0,73,2,2003,5896,9919,718,1,6,7627074.3
4430,50114,15,1,14,9,2001,1870,7534,386,1,9,5019918.1
4431,48603,33,0,29,7,2001,2968,2079,903,0,8,4862648.1
4432,48767,3,0,64,3,2021,5056,9778,526,1,9,4883097.1
4433,91501,84,0,14,4,2003,3065,388,494,1,10,9154474.3
4434,22927,66,0,44,3,2011,1239,8023,891,0,1,2297687.1
4435,51309,53,0,6,10,1997,3727,6350,840,1,6,5135619.7
4436,89001,58,0,55,7,2004,2445,9296,721,1,9,8904692.4
4437,54040,92,0,93,7,2017,5805,904,540,0,9,5408568.7
4438,7477,35,1,18,3,1991,4255,2350,300,1,0,752083.1
4439,41225,22,0,84,1,2019,7546,3371,395,0,9,4130642.9
4440,77491,88,1,13,3,2011,1982,7017,153,1,7,7755674.1
4441,43906,55,0,73,9,2013,3357,9036,623,0,4,4397835.3
4442,94824,72,1,59,1,2009,2751,8348,527,0,0,9490121.9
4443,33856,86,1,14,8,1993,8649,7495,769,0,6,3392172.3
4444,69856,80,1,48,2,1995,8366,3590,852,1,8,6993253.5
4445,88586,31,1,79,8,2009,8350,3424,826,0,8,8866194.9
4446,67510,32,1,61,7,2014,6018,7718,643,0,9,6758961.4
4447,77703,22,0,18,4,2021,4762,8678,172,1,8,7776678.1
4448,72147,38,1,13,2,2013,285,3733,882,0,9,7219271.3
4449,11339,96,0,70,1,1996,2670,3572,872,0,9,1137389.6
4450,81125,22,0,24,9,2012,5869,2240,209,1,6,8113963.2
4451,48434,33,1,87,9,2002,8173,6719,913,1,1,4854900.2
4452,56398,83,0,97,7,2021,1613,2572,146,1,9,5644338.1
4453,95894,30,1,6,4,2005,9186,75,132,1,5,9596889.5
4454,23888,24,0,24,6,2011,3055,3497,107,1,10,2394623.1
4455,4198,2,0,93,9,2003,8268,4194,285,1,5,422549.3
4456,67135,30,1,64,8,2020,2579,3894,828,1,2,6723196.0
4457,95162,10,1,13,10,2005,8386,3445,692,0,4,9520376.5
4458,999,30,0,11,9,2006,3768,79,755,0,10,104307.6
4459,34982,30,1,66,8,2001,224,802,474,1,1,3508325.1
4460,2183,10,0,31,6,2020,31,6050,447,1,5,221187.0
4461,67699,98,1,27,9,2021,5976,31,899,1,6,6776755.1
4462,71143,10,1,10,6,2018,6797,5738,739,1,9,7124217.8
4463,57244,58,0,79,2,1991,1566,2214,998,1,9,5728704.1
4464,17114,17,1,28,6,2021,8327,911,668,1,0,1714461.1
4465,83009,70,0,26,1,2009,4251,1402,802,1,5,8305627.9
4466,52610,2,0,69,2,2009,7247,592,478,1,3,5270005.9
4467,7788,43,1,75,6,1993,3932,2422,947,0,10,791624.3
4468,5693,55,1,37,9,2018,1638,986,442,1,0,576081.8
4469,48345,10,1,41,5,2013,9057,4582,539,0,10,4842954.3
4470,53422,76,0,49,1,2009,6497,693,563,1,9,5343686.9
4471,64603,14,0,53,5,2010,8634,9299,366,0,2,6469506.0
4472,966,71,0,85,8,1997,8735,9362,744,0,7,106121.7
4473,47264,49,1,23,5,1995,3771,5179,427,1,5,4732236.5
4474,92992,24,1,18,9,1991,7478,323,697,0,0,9305605.1
4475,303,75,0,24,10,2021,782,9569,423,1,1,31966.1
4476,83635,31,0,23,10,1998,469,5441,273,0,9,8369562.8
4477,29689,45,1,22,10,2014,8498,7641,347,1,7,2973788.4
4478,47239,58,0,19,9,1993,8710,1880,447,1,6,4725416.3
4479,10047,57,1,87,10,2021,8671,4731,968,1,4,1012656.1
4480,7587,94,0,22,10,2005,1493,2457,183,1,0,762915.5
4481,10074,29,0,47,4,1999,228,5644,935,1,6,1010442.9
4482,46509,19,0,44,5,2002,5237,6170,374,1,8,4653392.2
4483,86796,99,1,51,9,2008,2445,9209,543,1,4,8689099.8
4484,82853,67,0,72,6,2015,3396,5127,332,1,0,8289491.5
4485,10572,39,1,14,5,2010,6109,5775,990,0,7,1060707.0
4486,22212,87,1,74,6,2002,9076,8573,860,0,1,2232476.2
4487,17019,85,0,79,5,2008,2770,5752,758,0,9,1711885.8
4488,16444,29,0,2,1,1995,4631,1054,775,0,7,1649094.5
4489,64504,39,0,19,9,2010,5126,7453,126,0,2,6451578.0
4490,73527,57,1,5,10,2021,5453,1421,722,0,1,7360331.1
4491,16780,54,1,56,10,2012,3072,397,757,1,0,1681331.2
4492,47534,47,1,9,5,1999,6946,8394,631,0,9,4756433.9
4493,30978,64,1,13,7,2011,1042,4136,936,0,2,3108219.1
4494,23763,94,0,99,8,2004,9676,8321,539,1,9,2384035.4
4495,55757,6,0,51,10,2020,8020,4350,339,1,9,5578966.0
4496,85107,97,0,24,5,1999,6398,9519,115,0,7,8512331.9
4497,58297,91,0,1,4,1999,9958,3361,247,0,0,5833422.9
4498,53952,10,0,72,1,1999,4149,4757,157,0,6,5403227.9
4499,50401,60,0,55,5,2003,72,1856,443,0,5,5046874.3
4500,58451,45,1,22,1,1993,728,5530,861,1,2,5849635.3
4501,25625,69,0,84,6,2019,5174,5117,379,0,6,2568173.9
4502,4771,56,1,12,4,2011,4590,4074,347,0,10,480525.1
4503,4798,100,0,20,8,2005,575,1391,604,0,6,481620.5
4504,90700,80,1,78,9,2006,3926,3187,396,1,6,9080106.6
4505,84267,93,1,81,7,2000,3597,4968,218,1,7,8433371.0
4506,56505,28,0,10,1,2003,6492,4926,859,1,1,5651670.3
4507,21976,55,1,97,2,2008,9374,218,777,1,3,2206738.8
4508,83083,68,0,19,6,2015,3582,1698,438,0,5,8313069.5
4509,60396,100,1,81,9,2012,5943,7937,950,1,1,6047863.2
4510,42211,62,1,94,3,2008,3897,9238,811,1,0,4230896.8
4511,43843,28,0,99,5,1990,7431,2814,844,1,0,4389604.0
4512,53501,80,0,68,9,1993,8976,9112,555,1,10,5351569.3
4513,95623,52,0,11,1,2020,532,2052,117,0,7,9564202.0
4514,72619,4,1,6,1,2008,1754,3173,540,1,9,7266754.8
4515,464,16,0,53,10,2006,5816,8915,830,1,5,52352.6
4516,45803,17,0,21,7,1997,1749,9521,444,0,2,4583642.7
4517,62570,52,1,83,5,2015,3088,7256,786,1,4,6265526.5
4518,99636,59,0,10,9,2004,3610,950,553,0,8,9964270.4
4519,32328,27,1,39,3,1999,7386,8846,266,1,1,3238634.9
4520,5478,87,0,89,5,1996,8798,1538,440,1,0,558369.6
4521,64550,89,1,68,2,2019,1945,8269,495,0,10,6465184.9
4522,24055,32,0,81,6,2018,5640,7433,818,0,6,2418314.8
4523,59003,52,0,63,8,1999,3534,7930,912,0,7,5908014.9
4524,69554,27,1,89,8,2014,6903,8501,420,1,6,6965658.4
4525,33717,6,1,8,2,2000,1859,4641,425,0,6,3377117.0
4526,29810,60,0,61,8,2008,3429,2817,837,0,10,2990007.8
4527,83596,63,0,28,7,1993,9426,416,785,1,9,8361285.3
4528,23324,91,0,44,10,1998,2303,1125,765,1,4,2340035.8
4529,58812,15,0,34,1,2018,5235,7659,223,1,7,5888584.8
4530,5268,100,0,59,2,1992,4593,3624,959,0,7,529991.2
4531,57700,37,1,18,7,2011,3905,3768,515,0,0,5779465.1
4532,44847,13,1,60,7,2012,7381,3335,669,1,2,4490655.2
4533,70820,52,1,30,10,2006,2090,4566,867,0,2,7093917.6
4534,52890,87,1,15,6,1990,3533,5286,683,1,0,5291984.0
4535,80352,21,0,5,1,2019,8708,53,464,1,3,8039036.9
4536,1006,63,1,53,7,2008,9015,5487,841,1,1,111551.8
4537,32267,37,1,36,2,1991,1537,6433,882,1,5,3235512.1
4538,80313,95,1,17,4,2003,4325,917,593,1,5,8035508.3
4539,71588,96,1,95,4,1992,3945,9033,921,1,4,7167821.2
4540,9089,43,0,58,8,1997,1166,6357,151,1,0,914629.7
4541,28121,32,1,93,6,1991,1144,1721,857,1,6,2820497.1
4542,21272,4,1,72,7,2001,3521,7707,457,0,9,2137497.1
4543,87964,74,1,68,7,1999,799,9190,624,0,3,8803574.9
4544,47902,36,1,71,9,2021,5234,8529,541,1,4,4803026.1
4545,89280,63,0,11,8,2020,7274,7335,465,1,9,8929255.0
4546,67795,100,1,80,2,1994,7282,6516,635,0,1,6785447.4
4547,22323,33,0,67,3,1996,126,3171,449,0,5,2240559.6
4548,60037,64,1,54,5,2010,7471,7599,648,1,8,6009861.0
4549,27113,22,1,19,3,1996,3856,4186,765,1,4,2714670.6
4550,70898,15,0,36,6,2008,6794,7842,671,0,4,7092877.8
4551,10298,1,1,7,9,2011,7284,5113,557,0,7,1036741.1
4552,51130,95,1,87,6,1994,4977,1669,682,0,3,5125465.4
4553,10785,19,0,73,9,2008,9433,4180,487,0,0,1079918.8
4554,65068,30,0,2,10,1991,345,7298,895,1,8,6507541.1
4555,93713,20,0,45,9,2003,6513,9708,807,0,8,9378060.3
4556,97306,11,0,44,4,2010,793,4822,681,0,9,9733433.0
4557,76262,61,0,74,9,2004,8970,879,677,0,8,7633670.4
4558,15722,67,1,50,3,2001,5454,6089,940,0,2,1581304.1
4559,83984,98,1,60,10,2019,3399,4028,817,1,3,8409426.9
4560,78280,53,0,42,5,2019,8984,9429,646,1,7,7830865.9
4561,83817,62,0,60,2,2005,1130,1360,835,0,8,8390712.5
4562,28132,17,0,26,1,1997,144,4860,626,0,6,2820957.7
4563,63183,49,1,46,6,2002,6617,1608,891,1,9,6326815.2
4564,90068,96,1,55,7,2009,567,999,895,0,4,9013793.9
4565,81645,95,1,37,2,2013,6166,9091,630,0,6,8174644.3
4566,40394,87,1,30,6,2021,743,1721,567,0,6,4046533.1
4567,79260,19,1,9,3,1991,3887,9274,771,1,6,7930187.1
4568,123,61,0,1,1,2011,9390,6219,922,0,9,13229.1
4569,37647,64,1,7,9,2017,7865,155,558,0,8,3770389.7
4570,36136,78,0,99,10,2019,2576,4343,600,1,7,3618606.9
4571,43549,78,1,92,6,2007,9607,1826,905,1,0,4365431.7
4572,74180,97,1,7,2,2011,166,9405,631,0,1,7421254.1
4573,33692,83,1,69,4,1999,9989,812,721,1,4,3375522.9
4574,92201,56,0,66,5,2003,3385,5903,159,0,10,9228740.3
4575,62587,14,0,35,7,2010,6374,3188,894,1,6,6260826.0
4576,20577,4,1,62,1,1993,3715,6214,119,1,7,2064758.3
4577,26612,40,1,28,7,2009,1837,431,646,1,0,2666795.9
4578,74172,55,1,67,2,2004,1247,6709,461,1,8,7421067.4
4579,68841,92,0,69,5,2000,3643,5208,465,0,1,6890753.0
4580,54386,93,0,95,7,1996,9560,7926,665,0,4,5448084.6
4581,54925,27,1,81,1,1996,3632,8941,377,1,7,5501546.6
4582,43418,87,1,64,8,2010,6989,9545,736,1,3,4349322.0
4583,96251,12,0,7,8,2018,4166,6782,665,1,9,9626287.8
4584,27928,90,1,78,1,1997,6637,9618,334,0,9,2804528.7
4585,87024,52,1,56,10,2020,1630,8652,544,0,9,8714971.0
4586,4563,44,0,39,9,1999,5661,7505,199,1,10,457573.9
4587,47579,85,1,8,8,2013,1138,805,629,0,5,4761303.3
4588,60756,62,0,50,4,1996,7984,7583,725,1,8,6079599.6
4589,38587,10,1,9,3,1995,8444,5499,938,1,1,3862813.5
4590,92659,73,0,98,4,1993,3750,81,386,0,10,9272193.3
4591,59396,24,1,31,8,2021,9208,406,970,1,5,5950249.1
4592,70681,24,1,16,4,2006,6921,2915,640,0,10,7072541.6
4593,42900,38,1,80,10,2016,473,6650,319,0,5,4301422.6
4594,36240,9,1,34,10,2007,82,7981,271,1,4,3630821.7
4595,59928,100,0,76,5,1994,9836,9337,530,1,1,5995097.4
4596,3963,40,1,61,1,2009,1036,1491,408,1,2,408380.9
4597,95404,10,0,8,10,2009,7142,8615,690,1,3,9544786.9
4598,86375,99,1,68,10,2000,6106,9840,723,0,6,8643370.0
4599,26507,14,1,79,3,2005,535,7021,269,0,8,2656261.5
4600,72178,73,0,57,7,1998,5833,7112,727,0,0,7223259.8
4601,11914,36,1,57,6,2005,6274,1131,897,0,10,1198177.5
4602,9147,42,1,89,3,2000,8572,8015,489,0,6,928384.0
4603,62596,88,0,79,9,2017,3152,1688,314,0,6,6272808.7
4604,69371,59,0,55,7,2004,3689,5177,611,1,9,6939185.4
4605,47542,25,0,97,9,2020,6765,7845,393,1,9,4756989.0
4606,60457,68,0,32,3,2020,2526,6045,496,1,10,6051684.0
4607,88033,95,1,100,5,2006,9436,3665,753,0,7,8817404.6
4608,3383,13,0,51,9,1992,1689,8214,453,0,5,342685.2
4609,85795,97,0,59,3,2019,2357,5340,278,0,2,8585311.9
4610,17857,15,1,24,3,1997,123,7677,157,1,0,1791426.7
4611,2508,92,1,2,8,1998,9107,5150,750,0,5,256655.8
4612,281,52,0,38,2,1994,7172,3199,826,1,1,34115.4
4613,14314,50,0,45,4,2019,91,6561,908,1,5,1436966.9
4614,96513,26,1,53,6,1993,1306,6795,582,0,1,9657237.3
4615,67527,41,1,42,8,2009,6765,874,772,1,4,6766655.9
4616,72976,96,0,96,8,2016,7706,7273,394,0,7,7306614.6
4617,76420,38,1,63,8,2006,3164,6820,170,1,5,7649934.6
4618,67923,61,0,95,4,2014,3860,4166,234,1,4,6797581.4
4619,85372,81,0,5,9,2010,9416,5948,838,1,10,8538126.0
4620,38923,30,0,41,5,1993,679,9075,114,0,4,3895085.3
4621,57663,66,0,14,2,2001,7766,13,654,1,2,5770477.1
4622,26943,57,1,86,5,2016,254,7641,913,0,0,2701654.6
4623,24839,52,1,76,4,1994,7365,6581,766,1,10,2493901.4
4624,85671,33,1,5,3,2018,4821,4508,1000,0,5,8572647.8
4625,56085,65,1,92,6,2019,4634,1107,897,1,6,5617121.9
4626,53857,91,1,49,9,1993,3249,6461,435,1,0,5393354.3
4627,61297,29,0,80,6,2020,8140,1302,551,1,4,6134154.0
4628,34854,61,1,31,1,1991,6726,36,388,1,0,3491844.1
4629,90777,78,0,8,5,2009,5120,5209,744,0,6,9079088.9
4630,29178,74,1,14,6,2004,9501,9579,768,1,1,2922723.4
4631,55006,42,0,24,1,1992,6526,6142,356,0,9,5503703.2
4632,11491,61,1,47,3,2019,5698,4031,597,0,5,1157222.9
4633,44838,48,1,77,5,2009,7048,6888,671,1,3,4491363.9
4634,67629,27,0,38,8,2011,4353,3714,388,0,10,6767151.1
4635,70607,8,0,28,7,2009,6278,8181,397,0,0,7068284.9
4636,50122,69,1,84,3,2002,5479,9298,275,1,6,5016998.2
4637,80622,80,0,46,7,2015,2308,8765,791,0,3,8069026.5
4638,63886,46,1,1,8,1992,3896,2640,771,0,2,6391405.2
4639,30821,52,0,27,10,2015,5620,4492,408,0,10,3086776.5
4640,80472,21,1,80,6,2000,3435,9377,266,0,6,8054700.0
4641,86834,54,1,23,1,2013,5173,9258,757,1,5,8690922.3
4642,9022,72,0,100,5,1991,8295,2754,109,1,2,905649.1
4643,59899,61,1,61,10,2018,6126,2385,297,0,0,5994256.8
4644,36859,87,0,43,1,2013,869,9536,596,1,10,3687440.3
4645,96419,6,1,34,8,2004,8968,3210,233,0,2,9646107.4
4646,82651,3,0,42,7,2018,6409,7747,982,1,0,8266989.8
4647,26881,57,1,82,6,1994,9731,9547,226,0,4,2696414.4
4648,83316,85,0,65,1,2019,5337,1277,898,1,4,8336816.9
4649,18738,17,1,51,3,2003,4072,1640,443,0,3,1881615.3
4650,1906,16,0,30,10,2006,1576,3923,883,0,7,192160.6
4651,60399,88,0,48,2,2006,9562,4787,880,1,7,6046439.6
4652,92159,72,0,68,1,1997,4553,4114,742,0,1,9220693.7
4653,3966,82,0,20,3,1991,440,7209,359,0,9,398719.1
4654,93998,47,0,81,6,2010,1605,505,102,0,2,9406433.0
4655,96580,28,1,36,5,2004,2176,9890,104,1,9,9671187.4
4656,20818,43,0,76,2,2007,4111,4176,915,0,7,2090473.7
4657,65549,38,0,38,4,2015,5487,1726,316,1,10,6556739.5
4658,31951,22,0,94,4,2016,6606,8523,625,0,10,3196773.6
4659,23541,83,1,3,6,1991,2818,4241,970,1,4,2357500.1
4660,17704,83,0,33,3,2007,4503,5329,184,1,1,1775366.7
4661,57128,100,1,40,9,2006,4856,2230,566,0,8,5721225.6
4662,87276,51,1,43,2,1992,8005,7138,113,0,10,8737247.2
4663,50778,83,1,91,1,1995,6472,7178,914,1,7,5087311.5
4664,846,51,0,51,8,1995,302,1509,946,0,2,88673.5
4665,49312,56,1,39,7,2019,9737,9900,844,0,3,4934342.9
4666,99455,26,0,36,4,2001,5988,217,841,0,5,9946626.1
4667,75645,51,1,64,4,2009,8361,9708,673,0,7,7571223.9
4668,73406,44,1,95,8,2007,2144,4242,230,0,2,7351183.7
4669,24895,7,1,59,2,2012,8541,5444,851,0,0,2496019.2
4670,13314,5,1,17,9,2015,8189,526,663,0,7,1340591.5
4671,78995,53,1,49,7,1996,5606,4576,759,1,5,7911960.6
4672,54976,21,1,53,5,2020,210,1328,998,1,4,5506062.0
4673,84023,8,1,44,1,2013,6948,398,669,1,9,8408349.3
4674,8130,44,1,88,7,2014,7573,8826,978,1,5,823637.4
4675,2838,5,0,82,5,1992,8811,8161,899,1,0,287893.2
4676,416,46,0,45,4,1996,7208,7691,786,0,1,46790.6
4677,62314,23,1,27,9,2019,4797,5715,169,0,7,6239567.9
4678,85169,77,1,14,6,2018,9487,6521,819,1,4,8520093.8
4679,42969,32,1,87,6,2011,4496,2360,793,1,2,4305386.1
4680,38079,80,0,74,6,2019,4594,8587,440,1,10,3818327.9
4681,1386,42,0,4,1,1992,6022,9126,692,1,7,143843.2
4682,41147,69,0,87,1,2006,7388,3537,791,1,4,4122969.6
4683,93375,27,0,67,8,1990,4304,1956,784,1,6,9343934.0
4684,37047,79,1,87,3,2019,5658,8216,160,0,5,3713548.9
4685,20453,54,1,96,6,1991,5077,3787,770,1,0,2055870.1
4686,86800,18,0,99,4,2008,3808,6688,455,0,7,8684068.8
4687,49835,37,0,55,1,2004,6772,850,140,0,2,4986495.4
4688,25020,100,1,39,10,1990,5959,1045,274,0,8,2510161.0
4689,69665,14,0,78,10,1995,7745,8761,707,1,6,6977106.5
4690,16283,79,1,30,9,1990,7485,2259,903,0,2,1638670.0
4691,40984,15,0,39,1,2021,870,5803,100,1,3,4103009.1
4692,32731,99,0,66,7,1996,9859,2736,681,1,10,3276617.6
4693,86452,12,0,76,1,1997,9096,2443,684,1,9,8657353.7
4694,49031,87,1,62,2,2016,1800,4755,723,1,5,4914589.6
4695,53818,17,0,32,3,2000,728,7298,910,0,0,5383450.0
4696,74291,88,0,38,8,2004,217,8043,379,0,1,7433320.4
4697,73154,57,1,29,10,2015,8059,8416,628,1,1,7322035.5
4698,39162,21,0,16,9,2005,8453,9574,846,0,10,3917826.5
4699,45746,86,0,76,3,2009,2589,8033,400,1,7,4580036.9
4700,22615,61,1,30,9,1991,7923,2541,321,1,7,2271139.1
4701,6518,10,0,72,7,2008,5381,6047,739,1,0,658946.8
4702,67648,28,0,67,10,2004,2557,3520,432,0,9,6770108.4
4703,36353,50,1,2,8,2018,6760,2725,190,0,0,3638165.8
4704,68985,99,0,29,1,2002,6676,7056,554,1,7,6900905.2
4705,48258,94,0,46,10,1994,9611,509,693,1,7,4830907.4
4706,67489,70,0,31,10,2001,6885,8544,798,1,7,6756566.1
4707,96184,46,0,1,5,2005,3961,5310,986,0,7,9618863.5
4708,42365,36,0,96,2,1996,7976,4616,520,0,2,4249618.6
4709,88274,45,0,41,10,2021,1899,1045,445,1,1,8832114.1
4710,49634,81,1,90,5,2021,7859,8936,513,0,1,4972427.1
4711,15062,12,0,42,2,2005,6899,1733,112,0,1,1511857.5
4712,74606,50,1,73,10,1990,8031,3255,664,1,3,7471533.0
4713,8368,4,0,55,3,2016,6985,6031,710,0,4,842999.6
4714,31821,7,1,63,2,2019,389,1079,298,1,6,3187554.9
4715,72741,56,0,49,9,2011,9912,8775,709,1,10,7280439.1
4716,53527,88,0,71,7,1995,3816,6445,559,0,0,5356315.5
4717,27702,17,1,25,1,2015,7133,6171,844,1,3,2778207.5
4718,69178,15,1,1,4,1995,5550,7971,621,0,8,6921350.5
4719,51766,71,1,36,5,2000,3915,2821,311,1,4,5186043.0
4720,14322,63,0,66,5,2017,567,9267,352,0,6,1439924.7
4721,13147,71,0,65,8,2013,1741,2233,497,1,10,1316451.3
4722,89434,56,0,13,9,1995,408,7169,747,1,10,8945011.5
4723,77439,91,1,56,3,2007,7307,2637,908,0,5,7754431.7
4724,99811,76,0,90,9,2005,2739,3082,783,1,5,9988416.5
4725,15301,66,1,5,3,1992,4711,9162,390,0,10,1534279.2
4726,46701,44,0,59,2,2009,4847,7520,843,1,1,4674499.9
4727,72938,90,0,64,6,2007,242,1625,929,0,3,7301218.7
4728,84600,74,1,43,4,1997,6703,3965,713,1,6,8467208.7
4729,65554,33,0,14,4,1995,3191,211,709,1,0,6559482.5
4730,86607,50,0,4,6,2008,4425,2605,125,0,8,8661568.8
4731,99426,79,0,26,9,1993,4028,4420,591,0,0,9945644.3
4732,72990,42,1,1,5,2016,8597,6808,619,1,1,7301689.6
4733,41711,77,0,93,7,2011,719,2167,382,0,2,4176663.1
4734,52668,7,1,76,2,1996,2180,3122,838,1,2,5281141.6
4735,27059,45,1,40,9,2018,6965,9220,455,0,7,2713421.8
4736,12865,5,0,54,6,2000,7714,6904,597,1,8,1288172.0
4737,87045,61,1,19,10,1992,7325,4603,237,0,4,8709780.2
4738,64584,90,0,31,1,1996,5811,5719,217,0,9,6465423.6
4739,22681,93,1,6,5,2004,9803,143,583,0,1,2273361.4
4740,16704,49,1,8,7,1994,7325,1013,929,1,10,1676124.4
4741,25124,97,0,25,9,2014,397,8988,962,0,3,2517156.4
4742,64209,30,1,55,5,1992,9761,6148,525,1,0,6428666.2
4743,18730,68,0,71,6,2008,7624,2629,331,0,7,1884158.8
4744,96177,40,1,19,4,1996,2237,4485,268,1,1,9623218.6
4745,76671,22,1,76,6,2001,3701,784,296,1,10,7674844.1
4746,39129,76,0,26,10,1996,4674,8150,737,1,8,3919404.6
4747,52859,71,1,99,8,1993,5401,9757,727,1,9,5299328.3
4748,26223,12,0,76,9,1994,7431,2331,798,1,0,2628273.4
4749,89071,48,0,91,8,2008,5942,7227,649,1,9,8913105.8
4750,55022,61,1,43,10,1998,8955,9093,216,0,1,5508301.8
4751,60721,42,0,9,6,2005,68,4701,695,0,8,6077844.5
