age,job,marital,education,balance,housing,loan,day,month,duration,contact_count,previous,outcome
51,housemaid,divorced,tertiary,370,1,0,19,8,109,3,0,0
33,technician,married,secondary,0,0,0,19,8,78,3,0,0
41,technician,single,tertiary,15302,0,0,19,8,121,4,0,0
39,management,married,tertiary,218,0,0,19,8,97,9,0,0
31,management,married,tertiary,50,0,0,19,8,37,5,0,0
50,technician,married,tertiary,329,0,0,19,8,329,4,0,0
46,blue-collar,married,secondary,1109,1,0,19,8,221,12,0,0
44,management,married,tertiary,1802,0,0,19,8,105,5,0,0
53,self-employed,married,tertiary,2013,0,0,19,8,268,14,0,0
43,technician,divorced,secondary,0,0,0,19,8,332,3,0,0
50,services,married,secondary,1687,0,0,19,8,205,5,0,0
47,services,married,secondary,459,0,0,19,8,599,3,0,0
47,management,married,tertiary,600,0,0,19,8,290,15,0,1
36,management,married,tertiary,85,0,0,19,8,249,3,0,0
56,technician,married,secondary,1750,0,0,19,8,629,7,0,0
51,technician,married,primary,260,0,0,19,8,137,2,0,0
48,technician,married,secondary,606,1,0,19,8,231,4,0,0
34,technician,single,tertiary,2671,0,0,19,8,119,9,0,0
43,unemployed,married,secondary,174,0,1,19,8,308,2,0,0
53,technician,married,secondary,428,0,0,19,8,609,4,0,0
44,management,married,secondary,238,0,0,19,8,147,3,0,0
33,technician,divorced,tertiary,39,0,0,19,8,123,5,0,0
37,technician,single,tertiary,1661,0,0,19,8,199,5,0,0
38,management,married,tertiary,0,0,0,19,8,219,2,0,0
49,management,single,tertiary,370,0,0,19,8,386,3,0,0
48,blue-collar,married,secondary,0,0,0,19,8,112,7,0,0
56,management,married,tertiary,96,1,1,19,8,173,11,0,0
47,technician,divorced,secondary,191,0,0,19,8,228,5,0,0
33,unemployed,married,tertiary,123,0,0,19,8,207,3,0,0
42,admin.,married,secondary,329,0,0,19,8,347,3,0,0
34,admin.,married,secondary,445,0,0,19,8,256,2,0,0
53,technician,married,secondary,1344,0,0,19,8,85,6,0,0
56,housemaid,married,primary,605,0,0,19,8,207,6,0,0
55,technician,divorced,tertiary,1402,0,0,19,8,187,4,0,0
34,management,married,tertiary,396,0,1,19,8,166,3,0,0
35,technician,divorced,secondary,82,0,0,19,8,152,3,0,0
33,self-employed,single,tertiary,61,0,0,19,8,836,3,0,1
55,blue-collar,married,primary,-1217,1,0,19,8,242,4,0,0
58,blue-collar,married,secondary,72,0,0,19,8,235,5,0,0
56,blue-collar,married,primary,2324,1,0,19,8,132,4,0,0
46,self-employed,married,tertiary,226,0,0,19,8,561,3,0,0
32,management,married,tertiary,5878,0,0,19,8,159,2,0,0
32,technician,divorced,secondary,3345,1,0,19,8,1200,3,0,0
43,technician,divorced,tertiary,101,0,0,19,8,173,3,0,0
53,blue-collar,married,secondary,-634,0,0,19,8,695,3,0,0
32,technician,divorced,secondary,0,0,0,19,8,103,4,0,0
33,management,married,tertiary,1412,1,0,19,8,480,1,0,1
32,management,single,tertiary,1,0,0,20,8,108,5,0,0
47,technician,married,secondary,677,0,0,20,8,131,8,0,0
49,blue-collar,married,primary,-165,1,0,20,8,129,4,0,0
46,admin.,married,secondary,979,1,0,20,8,80,5,0,0
55,technician,divorced,secondary,852,0,0,20,8,83,6,0,0
42,management,married,tertiary,7,0,0,20,8,582,7,0,0
52,management,married,secondary,264,0,0,20,8,68,8,0,0
43,self-employed,married,tertiary,488,0,0,20,8,190,12,0,0
34,management,married,tertiary,1339,0,0,20,8,255,8,0,0
31,technician,married,secondary,0,0,0,20,8,117,4,0,0
42,technician,married,secondary,233,0,0,20,8,143,4,0,0
58,retired,married,secondary,168,0,0,20,8,183,4,0,0
53,management,married,tertiary,75,0,0,20,8,216,2,0,0
42,technician,married,secondary,439,0,0,20,8,143,2,0,0
48,blue-collar,married,primary,8,0,0,20,8,43,2,0,0
51,technician,married,secondary,180,1,0,20,8,154,2,0,0
41,technician,divorced,secondary,52,0,0,20,8,261,2,0,0
41,management,married,tertiary,5561,0,0,20,8,649,2,0,1
31,management,married,tertiary,11,1,1,20,8,155,2,0,0
47,technician,married,secondary,11,0,0,20,8,162,2,0,0
49,services,married,secondary,314,0,0,20,8,30,2,0,0
47,unemployed,married,primary,798,0,0,20,8,89,2,0,0
46,technician,married,tertiary,591,0,0,20,8,50,3,0,0
52,blue-collar,married,secondary,223,0,0,20,8,81,4,0,0
48,services,married,secondary,-20,0,0,20,8,142,2,0,0
30,technician,single,secondary,3048,0,1,20,8,223,2,0,0
30,technician,married,secondary,26,0,0,20,8,55,2,0,0
50,management,divorced,tertiary,30,0,0,20,8,76,2,0,0
33,technician,single,secondary,-374,0,1,20,8,160,2,0,0
33,technician,married,secondary,956,1,1,20,8,120,2,0,0
45,management,divorced,tertiary,839,1,0,20,8,121,4,0,0
44,technician,married,secondary,331,1,0,20,8,256,4,0,0
32,technician,single,secondary,0,1,0,20,8,322,2,0,0
44,technician,single,secondary,0,0,0,20,8,156,2,0,0
46,management,divorced,tertiary,0,0,0,20,8,50,2,0,0
45,management,divorced,secondary,705,0,0,20,8,132,4,0,0
47,technician,divorced,secondary,689,0,0,20,8,64,2,0,0
31,management,married,secondary,2294,0,0,20,8,483,2,0,0
48,technician,divorced,tertiary,375,0,0,20,8,212,2,0,0
53,management,married,tertiary,404,0,0,20,8,329,4,0,0
33,management,married,secondary,7,0,1,20,8,239,2,0,0
34,technician,married,tertiary,0,0,0,20,8,129,2,0,0
40,technician,married,secondary,2228,1,0,20,8,150,2,0,0
52,technician,married,secondary,-33,0,0,20,8,257,2,0,0
39,management,married,tertiary,2320,0,1,20,8,25,2,0,0
40,housemaid,divorced,secondary,4328,0,0,20,8,133,2,0,0
58,blue-collar,married,secondary,1626,0,0,20,8,391,4,0,0
54,housemaid,married,primary,194,0,0,20,8,127,2,0,0
52,self-employed,married,secondary,-163,1,0,20,8,138,2,0,0
31,technician,married,secondary,310,1,0,20,8,228,2,0,0
38,technician,single,secondary,367,0,0,20,8,128,2,0,0
39,management,married,tertiary,51,0,0,20,8,140,2,0,0
30,technician,single,tertiary,1,0,0,20,8,88,2,0,0
42,management,married,tertiary,160,0,0,20,8,97,2,0,0
57,retired,married,primary,0,0,0,20,8,340,4,0,0
32,technician,married,secondary,2802,0,0,20,8,157,2,0,0
53,management,married,tertiary,15,0,0,20,8,921,2,0,1
46,management,divorced,secondary,177,0,0,20,8,84,2,0,0
34,technician,single,secondary,0,0,0,20,8,113,2,0,0
42,management,single,secondary,164,0,0,20,8,500,2,0,0
37,management,married,tertiary,0,0,0,20,8,179,2,0,0
38,technician,single,secondary,260,0,0,20,8,53,2,0,0
42,management,divorced,tertiary,0,1,0,20,8,155,4,0,0
40,admin.,single,tertiary,27,0,0,20,8,467,2,0,1
50,admin.,married,secondary,1431,0,0,20,8,112,4,0,0
31,services,married,secondary,182,0,0,20,8,231,2,0,0
38,technician,single,secondary,0,0,0,20,8,124,4,0,0
53,blue-collar,married,primary,570,0,0,20,8,158,4,0,0
40,technician,single,tertiary,47,0,0,20,8,110,4,0,0
37,management,single,tertiary,1572,0,0,20,8,90,6,0,0
52,technician,divorced,secondary,511,0,1,20,8,98,4,0,0
37,technician,divorced,secondary,23,0,0,20,8,289,2,0,0
31,technician,married,secondary,141,0,0,20,8,110,2,0,0
42,management,single,tertiary,227,0,0,20,8,428,8,0,0
53,technician,married,secondary,1357,1,0,20,8,123,2,0,0
34,technician,married,tertiary,2069,0,0,20,8,328,2,0,0
56,admin.,married,secondary,374,0,0,20,8,193,4,0,0
41,technician,divorced,secondary,75,0,0,20,8,351,2,0,0
38,management,married,secondary,124,0,0,20,8,202,2,0,0
33,management,single,tertiary,47,0,0,20,8,203,4,0,0
44,self-employed,married,tertiary,1196,0,0,20,8,552,5,0,1
51,unemployed,married,secondary,107,0,0,20,8,79,4,0,0
43,entrepreneur,married,secondary,469,0,1,20,8,89,2,0,0
32,services,married,secondary,11,0,0,20,8,322,2,0,0
38,technician,married,secondary,565,0,0,20,8,93,2,0,0
54,blue-collar,married,primary,2584,0,0,20,8,387,7,0,0
32,management,married,secondary,0,0,0,20,8,162,4,0,0
30,management,single,secondary,46,0,0,20,8,93,4,0,0
42,technician,divorced,secondary,19,0,0,20,8,875,4,0,1
48,admin.,married,secondary,0,0,0,20,8,108,4,0,0
30,management,married,tertiary,1390,0,0,20,8,552,4,0,0
38,technician,married,secondary,79,1,0,20,8,209,2,0,0
34,management,married,tertiary,0,0,0,20,8,263,2,0,0
30,services,married,secondary,114,0,0,20,8,185,4,0,0
38,management,single,tertiary,38,0,0,20,8,105,2,0,0
33,technician,married,tertiary,56,0,0,20,8,75,2,0,0
38,technician,married,tertiary,536,0,0,20,8,360,4,0,0
34,technician,married,secondary,1194,0,1,20,8,219,2,0,0
39,management,married,tertiary,5060,1,0,20,8,157,4,0,0
33,technician,married,secondary,0,0,0,20,8,113,4,0,0
34,technician,married,tertiary,100,0,0,20,8,196,2,0,0
40,management,married,secondary,569,0,0,20,8,129,2,0,0
33,technician,single,secondary,541,0,1,20,8,118,2,0,0
42,entrepreneur,married,primary,149,0,0,20,8,94,2,0,0
47,services,married,primary,0,1,1,20,8,138,4,0,0
56,retired,married,primary,681,0,0,20,8,204,4,0,0
34,management,married,tertiary,881,0,0,20,8,112,2,0,0
55,blue-collar,married,secondary,1218,0,0,20,8,107,2,0,0
55,admin.,married,secondary,128,0,0,20,8,359,2,0,0
34,technician,single,secondary,112,0,0,20,8,123,2,0,0
50,technician,married,secondary,-584,0,0,20,8,75,2,0,0
41,technician,married,secondary,248,0,0,20,8,156,2,0,0
39,technician,single,secondary,0,0,0,20,8,332,4,0,0
33,management,single,tertiary,432,0,0,20,8,588,6,0,1
34,housemaid,married,primary,4,0,0,20,8,55,4,0,0
56,blue-collar,married,secondary,300,0,0,20,8,184,3,0,0
32,technician,single,secondary,68,0,1,20,8,237,4,0,0
44,management,married,tertiary,0,0,0,20,8,122,2,0,0
32,technician,single,secondary,-22,1,0,20,8,215,2,0,0
37,technician,married,secondary,-318,0,0,20,8,25,20,0,0
39,services,married,tertiary,35,0,0,20,8,211,3,0,0
45,management,married,tertiary,0,0,0,20,8,71,2,0,0
46,technician,married,secondary,78,0,0,20,8,172,2,0,0
36,technician,married,secondary,3,0,0,20,8,100,4,0,0
32,management,married,tertiary,169,0,1,20,8,119,2,0,0
53,blue-collar,married,primary,-39,1,0,20,8,87,2,0,0
34,technician,married,secondary,1553,0,0,20,8,200,2,0,0
51,blue-collar,married,secondary,51,0,1,20,8,214,8,0,0
31,management,married,tertiary,792,0,0,20,8,763,14,0,1
45,management,divorced,tertiary,-96,0,1,20,8,95,2,0,0
31,management,married,tertiary,69,0,0,20,8,195,2,0,0
32,technician,married,secondary,20,0,0,20,8,210,2,0,0
42,management,married,tertiary,251,0,0,20,8,413,2,0,0
47,housemaid,married,secondary,0,0,0,20,8,97,3,0,0
43,management,married,tertiary,2,0,1,20,8,472,2,0,0
37,management,divorced,secondary,414,0,0,20,8,352,4,0,0
41,technician,married,secondary,-4,0,0,20,8,171,6,0,0
32,technician,married,tertiary,587,0,0,20,8,212,4,0,0
32,technician,single,tertiary,0,0,0,20,8,72,4,0,0
35,technician,married,secondary,1144,0,0,20,8,197,13,0,0
46,blue-collar,married,secondary,15,1,1,20,8,76,3,0,0
32,technician,married,secondary,687,0,0,20,8,161,4,0,0
42,self-employed,married,tertiary,83,1,0,20,8,140,4,0,0
46,services,married,secondary,417,0,0,20,8,81,2,0,0
51,admin.,married,primary,173,0,0,20,8,65,2,0,0
51,technician,married,secondary,337,1,0,20,8,687,4,0,0
56,services,married,secondary,9,0,1,20,8,285,2,0,0
45,admin.,married,secondary,638,1,0,20,8,75,9,0,0
37,technician,single,secondary,228,1,0,20,8,1740,2,0,0
49,technician,married,secondary,51,0,0,20,8,513,4,0,0
41,technician,single,secondary,143,0,0,20,8,744,7,0,0
50,blue-collar,married,primary,-219,0,1,20,8,177,2,0,0
36,management,married,tertiary,356,0,0,20,8,184,6,0,0
51,technician,married,secondary,-153,0,0,20,8,62,4,0,0
33,admin.,single,secondary,344,1,0,20,8,103,4,0,0
32,management,married,tertiary,1014,0,0,20,8,194,6,0,0
32,management,married,tertiary,138,0,0,20,8,94,4,0,0
31,management,married,tertiary,22546,1,0,20,8,88,4,0,0
31,management,married,tertiary,156,0,0,20,8,77,2,0,0
39,housemaid,married,secondary,-146,1,1,20,8,239,2,0,0
39,management,married,tertiary,224,0,0,20,8,414,2,0,0
42,housemaid,married,primary,145,0,0,20,8,252,2,0,0
48,services,married,secondary,109,0,1,20,8,113,4,0,0
43,management,married,tertiary,715,0,0,20,8,88,4,0,0
47,technician,married,secondary,275,0,0,20,8,447,4,0,0
39,technician,married,secondary,49,1,0,20,8,379,4,0,0
36,technician,single,secondary,1044,1,0,20,8,15,19,0,0
50,management,married,secondary,2130,0,0,20,8,203,4,0,0
38,management,married,tertiary,3440,0,0,20,8,471,10,0,0
39,technician,divorced,secondary,507,0,0,20,8,173,4,0,0
35,technician,married,secondary,179,0,1,20,8,82,2,0,0
39,technician,married,tertiary,93,0,0,20,8,162,2,0,0
46,blue-collar,married,primary,620,1,0,20,8,174,2,0,0
44,technician,married,secondary,7649,0,0,20,8,188,6,0,0
53,technician,married,tertiary,988,0,0,20,8,1408,5,0,1
50,entrepreneur,divorced,tertiary,101,0,0,20,8,132,2,0,0
60,retired,married,secondary,208,0,0,20,8,70,4,0,0
51,blue-collar,married,secondary,397,1,0,20,8,293,2,0,0
31,technician,married,secondary,0,0,0,20,8,102,2,0,0
49,housemaid,married,secondary,3,0,0,20,8,118,2,0,0
50,blue-collar,married,primary,238,0,0,20,8,584,2,0,0
32,technician,single,secondary,116,1,0,20,8,718,2,0,1
37,management,single,tertiary,361,0,0,20,8,174,2,0,0
40,technician,single,secondary,2244,0,1,20,8,58,2,0,0
50,admin.,married,secondary,242,1,0,20,8,69,4,0,0
46,services,married,secondary,130,0,0,20,8,95,2,0,0
55,admin.,married,secondary,51,0,0,20,8,94,2,0,0
60,admin.,married,tertiary,1614,0,0,20,8,921,6,0,1
30,management,married,tertiary,294,0,0,20,8,605,4,0,0
35,management,married,tertiary,24,1,0,20,8,174,2,0,0
35,technician,single,secondary,0,0,0,20,8,111,2,0,0
36,technician,married,tertiary,0,0,0,20,8,245,1,0,0
47,services,married,secondary,439,1,0,20,8,156,12,0,0
37,management,married,tertiary,16,0,0,20,8,280,1,0,0
46,management,married,tertiary,110,1,1,20,8,243,5,0,0
32,management,married,tertiary,7743,0,0,20,8,358,3,0,0
48,management,single,secondary,-18,1,0,20,8,430,4,0,0
30,technician,divorced,secondary,2403,0,0,20,8,132,2,0,0
49,management,married,tertiary,1912,1,0,20,8,380,4,0,0
39,technician,married,secondary,0,0,0,20,8,327,3,0,0
33,technician,single,secondary,163,1,0,20,8,627,2,0,1
47,services,married,secondary,665,1,0,20,8,251,3,0,0
44,management,married,tertiary,5004,0,0,20,8,175,2,0,0
46,blue-collar,married,secondary,3547,0,0,20,8,395,6,0,0
36,technician,married,secondary,196,1,0,20,8,687,2,0,0
43,technician,married,secondary,481,0,0,20,8,196,2,0,0
30,technician,single,secondary,790,0,0,20,8,696,3,0,0
37,management,single,tertiary,198,0,0,20,8,304,5,0,0
33,management,divorced,secondary,106,0,0,20,8,175,3,0,0
31,technician,single,secondary,159,0,0,20,8,129,1,0,0
41,housemaid,married,secondary,304,0,0,20,8,132,1,0,0
33,management,single,tertiary,0,0,0,20,8,291,1,0,0
47,services,married,secondary,1717,0,0,20,8,216,9,0,0
47,technician,married,secondary,52,0,0,20,8,881,4,0,0
49,admin.,married,secondary,2465,0,0,20,8,157,3,0,0
32,technician,single,secondary,0,0,0,20,8,92,4,0,0
32,management,married,secondary,375,0,0,20,8,135,3,0,0
57,housemaid,married,primary,0,0,0,20,8,252,3,0,0
48,blue-collar,married,secondary,1143,1,0,20,8,93,3,0,0
44,housemaid,married,primary,0,0,0,20,8,174,5,0,0
39,management,married,tertiary,208,0,0,20,8,170,4,0,0
44,management,married,tertiary,70,0,0,20,8,165,3,0,0
44,management,married,tertiary,0,1,0,20,8,141,3,0,0
35,entrepreneur,divorced,secondary,80,0,0,20,8,67,5,0,0
51,management,married,tertiary,7631,0,0,20,8,896,8,0,0
37,technician,married,tertiary,247,0,0,20,8,625,6,0,1
31,management,single,tertiary,2085,1,0,20,8,147,4,0,0
59,retired,married,primary,2568,0,0,20,8,63,5,0,0
52,blue-collar,married,primary,584,1,0,20,8,76,18,0,0
38,technician,single,tertiary,221,0,0,20,8,79,3,0,0
40,management,married,tertiary,526,1,0,20,8,113,4,0,0
42,housemaid,married,primary,2328,0,0,20,8,133,2,0,0
32,technician,single,secondary,432,0,0,20,8,559,3,0,0
54,self-employed,married,tertiary,0,1,0,20,8,83,5,0,0
32,management,married,tertiary,396,1,0,20,8,319,3,0,0
33,management,single,tertiary,12,0,0,20,8,471,5,0,0
41,technician,married,secondary,0,0,0,20,8,113,3,0,0
38,management,married,tertiary,1555,0,0,20,8,66,5,0,0
40,management,married,tertiary,2014,0,0,20,8,209,5,0,0
33,management,single,tertiary,23,0,0,20,8,216,3,0,0
45,admin.,married,secondary,236,0,0,20,8,703,2,0,1
34,technician,single,tertiary,19,0,0,20,8,345,3,0,0
43,technician,divorced,tertiary,1088,0,0,20,8,341,3,0,0
31,technician,married,tertiary,79,1,0,20,8,78,12,0,0
56,blue-collar,married,secondary,385,0,0,20,8,210,3,0,0
33,management,single,tertiary,215,0,0,20,8,41,9,0,0
40,management,married,tertiary,324,0,0,20,8,208,2,0,0
33,technician,divorced,secondary,558,1,0,20,8,109,3,0,0
40,technician,single,secondary,34,0,0,20,8,66,3,0,0
53,management,divorced,tertiary,913,0,0,20,8,173,3,0,0
34,management,married,tertiary,651,0,0,20,8,160,4,0,0
31,student,single,tertiary,744,0,0,20,8,124,3,0,0
31,technician,single,secondary,36,0,0,20,8,99,3,0,0
46,blue-collar,married,secondary,123,0,0,20,8,381,3,0,0
31,technician,married,secondary,-305,0,1,20,8,83,3,0,0
50,blue-collar,married,primary,8000,1,0,20,8,221,10,0,0
59,entrepreneur,married,tertiary,-23,0,1,20,8,195,7,0,0
33,management,single,tertiary,20794,0,0,20,8,226,5,0,0
35,management,married,tertiary,47,0,1,20,8,44,9,0,0
34,technician,single,secondary,10890,0,0,20,8,46,14,0,0
49,management,married,secondary,601,0,0,20,8,278,6,0,0
55,technician,divorced,secondary,35,1,0,20,8,126,4,0,0
57,management,married,tertiary,3250,0,0,20,8,162,3,0,0
37,management,single,tertiary,0,0,0,20,8,225,5,0,0
31,management,married,tertiary,1170,0,0,20,8,200,4,0,0
33,management,married,tertiary,0,0,0,20,8,85,5,0,0
48,management,married,tertiary,1567,1,0,20,8,77,3,0,0
46,management,married,tertiary,0,0,0,20,8,96,3,0,0
51,housemaid,married,primary,3486,0,0,20,8,135,11,0,0
32,technician,single,tertiary,35,0,0,20,8,96,8,0,0
40,technician,married,secondary,-432,1,1,20,8,1464,3,0,0
38,technician,married,secondary,63,0,0,20,8,320,4,0,0
30,management,single,tertiary,30,0,0,21,8,220,5,0,0
43,technician,married,secondary,253,0,0,21,8,111,5,0,0
42,management,married,tertiary,99,0,0,21,8,92,4,0,0
59,retired,married,primary,56,0,0,21,8,432,5,0,0
41,management,married,tertiary,185,0,0,21,8,286,12,0,0
47,technician,married,secondary,644,0,0,21,8,169,13,0,0
54,management,divorced,tertiary,205,0,0,21,8,182,6,0,0
52,blue-collar,married,primary,990,0,0,21,8,96,2,0,0
34,housemaid,married,secondary,0,0,0,21,8,398,2,0,0
34,technician,single,secondary,0,0,0,21,8,163,2,0,0
40,management,married,tertiary,185,0,0,21,8,310,2,0,0
47,management,married,tertiary,1224,0,0,21,8,189,2,0,0
38,technician,single,secondary,0,0,0,21,8,66,2,0,0
36,technician,single,secondary,310,0,0,21,8,115,2,0,0
35,management,married,tertiary,109,0,1,21,8,257,2,0,0
36,management,married,tertiary,35,0,0,21,8,246,4,0,0
36,management,single,tertiary,1246,0,0,21,8,63,2,0,0
40,technician,single,secondary,572,0,0,21,8,971,2,0,0
30,technician,single,tertiary,196,0,0,21,8,210,2,0,0
51,management,married,tertiary,-3,0,0,21,8,79,2,0,0
38,technician,married,secondary,13,0,0,21,8,311,2,0,0
40,management,married,tertiary,52527,0,0,21,8,140,11,0,0
42,technician,married,secondary,5,0,0,21,8,98,2,0,0
31,management,single,tertiary,0,0,0,21,8,218,2,0,0
33,technician,single,tertiary,213,0,0,21,8,152,2,0,0
33,management,married,tertiary,0,0,0,21,8,102,2,0,0
33,technician,single,tertiary,1805,0,0,21,8,211,4,0,0
32,self-employed,married,secondary,9,0,0,21,8,331,2,0,0
53,blue-collar,married,secondary,-31,0,0,21,8,82,8,0,0
58,retired,married,primary,358,0,0,21,8,396,2,0,0
30,technician,married,tertiary,0,0,0,21,8,351,6,0,0
33,management,married,tertiary,51,1,0,21,8,273,2,0,0
31,technician,single,tertiary,24,0,0,21,8,246,2,0,0
45,technician,married,tertiary,0,0,0,21,8,103,2,0,0
39,technician,single,tertiary,0,0,0,21,8,121,2,0,0
41,technician,divorced,secondary,988,0,0,21,8,429,2,0,0
44,management,married,secondary,0,0,0,21,8,167,2,0,0
48,blue-collar,married,primary,492,0,1,21,8,139,2,0,0
46,management,married,tertiary,-337,0,1,21,8,120,2,0,0
44,management,divorced,tertiary,243,0,0,21,8,118,4,0,0
37,management,single,tertiary,102,1,0,21,8,101,2,0,0
43,technician,married,tertiary,1485,0,0,21,8,180,2,0,0
58,management,married,tertiary,287,1,0,21,8,676,8,0,0
50,management,divorced,tertiary,83,1,0,21,8,40,2,0,0
34,technician,single,secondary,666,0,0,21,8,1503,2,0,1
42,management,single,tertiary,0,0,1,21,8,384,5,0,0
33,technician,single,secondary,422,0,0,21,8,289,2,0,0
35,technician,single,tertiary,147,0,0,21,8,134,2,0,0
30,technician,single,secondary,-123,0,1,21,8,120,2,0,0
31,technician,single,secondary,388,0,0,21,8,115,2,0,0
51,blue-collar,married,primary,0,0,0,21,8,234,4,0,0
30,technician,married,secondary,9,0,0,21,8,129,2,0,0
37,technician,married,secondary,28,0,0,21,8,101,2,0,0
32,technician,single,secondary,0,0,0,21,8,126,2,0,0
38,technician,married,secondary,1960,1,0,21,8,161,2,0,0
56,technician,married,tertiary,73,0,0,21,8,644,4,0,1
46,services,married,secondary,244,0,0,21,8,139,2,0,0
32,housemaid,single,tertiary,4,1,0,21,8,776,2,0,0
36,management,married,tertiary,0,0,0,21,8,173,2,0,0
53,blue-collar,married,primary,2295,0,0,21,8,65,10,0,0
52,blue-collar,married,primary,924,0,0,21,8,93,4,0,0
50,services,divorced,secondary,-210,0,1,21,8,153,7,0,0
36,technician,married,secondary,1130,0,0,21,8,223,8,0,0
45,blue-collar,married,secondary,13156,0,0,21,8,62,4,0,0
33,housemaid,married,primary,167,0,0,21,8,141,2,0,0
34,management,married,tertiary,468,0,0,21,8,104,2,0,0
47,management,single,tertiary,0,0,0,21,8,136,2,0,0
30,management,married,tertiary,4948,0,0,21,8,376,2,0,0
45,blue-collar,married,secondary,430,0,1,21,8,140,2,0,0
32,technician,single,tertiary,0,0,0,21,8,119,2,0,0
31,technician,single,tertiary,-1,0,0,21,8,117,4,0,0
45,blue-collar,married,primary,1251,0,1,21,8,126,4,0,0
44,technician,divorced,secondary,65,0,0,21,8,148,4,0,0
39,technician,married,secondary,22,0,0,21,8,76,2,0,0
55,technician,married,tertiary,11,0,0,21,8,588,2,0,0
34,technician,single,tertiary,0,0,0,21,8,121,2,0,0
33,management,married,tertiary,150,0,0,21,8,151,2,0,0
57,technician,divorced,tertiary,96,0,0,21,8,913,4,0,1
38,management,married,tertiary,3995,0,0,21,8,1111,6,0,0
35,technician,married,secondary,249,0,0,21,8,205,8,0,0
53,technician,married,secondary,144,0,0,21,8,282,4,0,0
42,technician,single,secondary,0,0,0,21,8,656,2,0,0
33,technician,married,tertiary,15,0,0,21,8,97,2,0,0
36,housemaid,married,secondary,0,0,0,21,8,76,2,0,0
31,management,single,tertiary,0,0,0,21,8,243,2,0,0
56,management,married,tertiary,502,0,0,21,8,321,2,0,0
31,unemployed,single,secondary,2066,0,1,21,8,162,2,0,0
34,management,single,tertiary,0,0,0,21,8,183,2,0,0
41,housemaid,married,primary,39,0,0,21,8,299,4,0,0
34,technician,married,secondary,-255,1,0,21,8,179,2,0,0
41,technician,married,secondary,1032,1,0,21,8,64,2,0,0
34,management,married,tertiary,0,0,0,21,8,124,2,0,0
60,retired,married,secondary,404,0,0,21,8,335,2,0,0
36,admin.,single,secondary,8,0,0,21,8,115,2,0,0
35,technician,single,tertiary,8,0,0,21,8,169,2,0,0
36,management,married,tertiary,0,1,0,21,8,90,8,0,0
51,management,married,tertiary,307,0,0,21,8,244,6,0,0
30,technician,single,tertiary,-970,0,1,21,8,194,2,0,0
57,blue-collar,married,secondary,2887,0,0,21,8,819,10,0,1
40,technician,married,secondary,1498,0,1,21,8,139,4,0,0
34,management,single,tertiary,886,1,0,21,8,104,2,0,0
57,technician,single,secondary,104,0,0,21,8,297,2,0,0
33,technician,divorced,secondary,9,0,0,21,8,91,2,0,0
57,technician,married,tertiary,121,0,0,21,8,135,2,0,0
34,management,divorced,tertiary,0,0,0,21,8,123,2,0,0
48,self-employed,married,secondary,91,0,0,21,8,136,8,0,0
30,technician,single,secondary,0,0,0,21,8,166,4,0,0
30,management,married,tertiary,562,0,0,21,8,137,4,0,0
55,technician,married,tertiary,1354,0,0,21,8,545,4,0,0
52,technician,divorced,secondary,225,0,0,21,8,58,2,0,0
30,technician,married,tertiary,423,1,0,21,8,230,2,0,0
32,management,single,tertiary,46,0,0,21,8,788,6,0,1
33,management,single,tertiary,20,0,0,21,8,329,2,0,0
39,technician,married,secondary,564,0,0,21,8,86,4,0,0
50,blue-collar,married,primary,533,0,0,21,8,212,4,0,0
47,management,married,tertiary,509,0,1,21,8,898,4,0,0
32,management,single,tertiary,438,0,0,21,8,318,5,0,0
54,self-employed,married,secondary,77,0,0,21,8,180,4,0,0
31,technician,single,tertiary,176,0,0,21,8,241,4,0,0
55,blue-collar,married,primary,400,0,0,21,8,137,4,0,0
48,blue-collar,married,secondary,2008,0,0,21,8,238,4,0,0
37,management,married,tertiary,727,0,0,21,8,176,10,0,0
52,admin.,married,tertiary,17,0,0,21,8,97,4,0,0
31,technician,single,secondary,506,0,0,21,8,43,4,0,0
35,management,single,tertiary,75,0,0,21,8,122,5,0,0
34,technician,married,tertiary,5060,1,0,21,8,12,21,0,0
37,management,married,secondary,31,0,0,21,8,119,4,0,0
45,blue-collar,married,secondary,1179,0,0,21,8,172,6,0,0
31,technician,single,tertiary,26,0,0,21,8,419,4,0,0
33,management,divorced,tertiary,433,0,0,21,8,575,4,0,0
31,technician,single,tertiary,110,0,0,21,8,238,4,0,0
48,technician,divorced,secondary,0,0,0,21,8,76,4,0,0
57,self-employed,married,secondary,2109,0,0,21,8,107,6,0,0
31,technician,married,secondary,28,0,0,21,8,175,2,0,0
43,technician,married,tertiary,226,0,0,21,8,156,6,0,0
50,management,married,tertiary,0,0,0,21,8,89,2,0,0
32,management,married,secondary,134,0,0,21,8,181,4,0,0
32,technician,single,tertiary,0,0,0,21,8,660,2,0,0
60,blue-collar,married,secondary,0,0,0,21,8,111,2,0,0
50,services,married,secondary,1501,0,0,21,8,946,4,0,1
40,technician,married,tertiary,278,0,0,21,8,55,7,0,0
32,housemaid,married,secondary,0,0,0,21,8,435,2,0,0
30,services,single,tertiary,-477,0,1,21,8,1532,2,0,1
60,services,married,secondary,1446,0,0,21,8,283,6,0,0
52,services,married,secondary,0,0,0,21,8,202,4,0,0
53,admin.,married,secondary,105,0,1,21,8,74,2,0,0
58,retired,married,tertiary,0,0,0,21,8,138,2,0,0
